1,6
2,6
3,6
4,6
5,6
6,6
7,6
8,6
10,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
20,6
21,6
22,6
25,6
26,6
27,6
28,6
29,6
31,6
32,6
33,6
34,6
35,6
36,6
38,6
39,6
41,6
42,6
44,6
46,6
47,6
49,6
50,6
51,6
52,6
53,6
56,6
57,6
58,6
59,6
61,6
62,6
63,6
64,6
65,6
67,6
68,6
69,6
70,6
71,6
73,6
74,6
77,6
78,6
79,6
80,6
81,6
83,6
84,6
85,6
86,6
87,6
88,6
89,6
90,6
91,6
92,6
93,6
94,6
95,6
96,6
97,6
99,6
100,5
101,5
102,5
104,5
105,5
106,5
107,5
108,5
110,5
111,5
112,5
113,5
114,5
115,5
116,5
118,5
119,5
120,5
121,5
122,5
123,5
124,5
125,5
126,5
127,5
128,5
129,5
130,5
131,5
132,5
135,5
136,5
138,5
139,5
140,5
141,5
142,5
143,5
144,5
146,5
147,5
148,5
153,5
154,5
155,5
156,5
157,5
158,5
160,5
161,5
163,5
164,5
165,5
166,5
167,5
168,5
169,5
171,5
172,5
173,5
175,5
176,5
178,5
179,5
180,5
181,5
184,5
185,5
186,5
188,5
189,5
190,5
191,5
192,5
193,5
194,5
195,5
196,5
198,5
199,5
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
211,1
212,1
213,1
214,1
216,1
217,1
218,1
220,1
222,1
223,1
224,1
225,1
226,1
227,1
228,1
232,1
234,1
235,1
237,1
238,1
239,1
240,1
241,1
242,1
244,1
246,1
250,1
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
274,1
275,1
276,1
277,1
279,1
280,1
281,1
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,1
295,1
296,1
297,1
298,1
299,1
300,2
301,2
302,2
303,2
304,2
305,2
306,2
307,2
308,2
309,2
310,2
311,2
312,2
313,2
314,2
315,2
316,2
318,2
319,2
320,2
321,2
322,2
323,2
324,2
326,2
328,2
329,2
331,2
332,2
333,2
336,2
337,2
338,2
340,2
342,2
343,2
344,2
346,2
347,2
349,2
351,2
352,2
353,2
355,2
356,2
357,2
358,2
359,2
360,2
361,2
362,2
363,2
364,2
365,2
366,2
367,2
368,2
369,2
370,2
372,2
373,2
374,2
375,2
377,2
378,2
381,2
382,2
385,2
386,2
388,2
389,2
390,2
391,2
392,2
393,2
394,2
395,2
396,2
397,2
399,2
400,3
401,3
403,3
404,3
405,3
406,3
407,3
408,3
409,3
410,3
411,3
412,3
413,3
414,3
415,3
416,3
417,3
418,3
419,3
420,3
421,3
423,3
424,3
426,3
427,3
428,3
429,3
430,3
431,3
432,3
433,3
434,3
436,3
437,3
439,3
441,3
442,3
443,3
447,3
448,3
450,3
451,3
452,3
454,3
455,3
456,3
457,3
458,3
459,3
460,3
461,3
463,3
464,3
465,3
466,3
468,3
469,3
470,3
471,3
473,3
474,3
476,3
477,3
478,3
479,3
480,3
481,3
482,3
483,3
484,3
485,3
486,3
487,3
488,3
489,3
490,3
491,3
492,3
494,3
495,3
498,3
501,4
502,4
503,4
505,4
506,4
507,4
509,4
510,4
511,4
512,4
513,4
514,4
516,4
517,4
518,4
520,4
521,4
522,4
523,4
524,4
525,4
526,4
527,4
528,4
529,4
530,4
531,4
533,4
535,4
536,4
538,4
540,4
541,4
543,4
544,4
545,4
546,4
547,4
548,4
549,4
550,4
552,4
553,4
554,4
555,4
556,4
557,4
558,4
559,4
560,4
561,4
562,4
563,4
564,4
565,4
566,4
567,4
568,4
569,4
570,4
572,4
573,4
575,4
576,4
577,4
578,4
579,4
580,4
581,4
583,4
584,4
585,4
586,4
587,4
590,4
591,4
596,4
597,4
599,4
